ENA.genome.ID_scholz;Genomes.list;Genome.ID;Genome.Name;NCBI.Taxon.ID;Genome.Status;Strain;Host.Name;R_Phenotype;Phenotype;Completion.Date;BioProject.Accession;BioSample.Accession;Assembly.Accession;GenBank.Accessions;Sequencing.Centers;Contigs;Genome.Length;GC.Content;PATRIC.CDS;Comments;Additional.Metadata;Coarse.Consistency;Fine.Consistency;Genome.Quality.Flags;Genome.Quality;Date.Inserted;Date.Modified;Host.species_scholz;Common.name_scholz;Supergroup_scholz
GCA_902648145;GCA_902648145.1_WOLB1130_genomic;244204,1131;uncultured Wolbachia sp. strain WOLB1130;244204;WGS;WOLB1130;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140779;GCA_902648145.1;CACRIS010000001,CACRIS010000002,CACRIS010000003,CACRIS010000004,CACRIS010000005,CACRIS010000006,CACRIS010000007;Centre for Integrative Biology (CIBIO), University of Trento;212;940177;32,137245;1248;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;96,7;93,6;;Good;2020-01-01T12:53:39.595Z;2020-01-01T12:53:39.595Z;Onchocerca ochengi;Nematode;C
GCA_902648155;GCA_902648155.1_WOLB1135_genomic;244204,1133;uncultured Wolbachia sp. strain WOLB1135;244204;WGS;WOLB1135;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140784;GCA_902648155.1;CACRIO010000001,CACRIO010000002,CACRIO010000003,CACRIO010000004,CACRIO010000005,CACRIO010000006,CACRIO010000007;Centre for Integrative Biology (CIBIO), University of Trento;228;537103;33,11022;655;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;93,2;92;Low contig N50;Poor;2020-01-01T12:52:43.243Z;2020-01-01T12:52:43.243Z;Onchocerca volvulus;Nematode;C
GCA_902648165;GCA_902648165.1_WOLB1133_genomic;244204,1137;uncultured Wolbachia sp. strain WOLB1133;244204;WGS;WOLB1133;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140782;GCA_902648165.1;CACRIP010000001,CACRIP010000002,CACRIP010000003,CACRIP010000004,CACRIP010000005,CACRIP010000006,CACRIP010000007;Centre for Integrative Biology (CIBIO), University of Trento;262;700459;32,90742;770;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;95,5;94,5;Low contig N50;Poor;2020-01-01T12:47:17.306Z;2020-01-01T12:47:17.306Z;Onchocerca volvulus;Nematode;C
GCA_902648175;GCA_902648175.1_WOLB1136_genomic;244204,1135;uncultured Wolbachia sp. strain WOLB1136;244204;WGS;WOLB1136;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140785;GCA_902648175.1;CACRIM010000001,CACRIM010000002,CACRIM010000003,CACRIM010000004,CACRIM010000005,CACRIM010000006,CACRIM010000007;Centre for Integrative Biology (CIBIO), University of Trento;360;711868;32,12028;1011;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;93,7;90,4;Low contig N50;Poor;2020-01-01T12:47:11.522Z;2020-01-01T12:47:11.522Z;Onchocerca volvulus;Nematode;C
GCA_902648185;GCA_902648185.1_WOLB1138_genomic;244204,1136;uncultured Wolbachia sp. strain WOLB1138;244204;WGS;WOLB1138;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140787;GCA_902648185.1;CACRIK010000001,CACRIK010000002,CACRIK010000003,CACRIK010000004,CACRIK010000005,CACRIK010000006,CACRIK010000007;Centre for Integrative Biology (CIBIO), University of Trento;356;712488;32,13177;1024;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;93,1;89,7;Low contig N50;Poor;2020-01-01T12:47:22.577Z;2020-01-01T12:47:22.577Z;Onchocerca volvulus;Nematode;C
GCA_902648195;GCA_902648195.1_WOLB1132_genomic;244204,1134;uncultured Wolbachia sp. strain WOLB1132;244204;WGS;WOLB1132;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140781;GCA_902648195.1;CACRIN010000001,CACRIN010000002,CACRIN010000003,CACRIN010000004,CACRIN010000005,CACRIN010000006,CACRIN010000007;Centre for Integrative Biology (CIBIO), University of Trento;237;979296;32,082638;1360;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;97,3;92,8;;Good;2020-01-01T12:47:11.901Z;2020-01-01T12:47:11.901Z;Onchocerca volvulus;Nematode;C
GCA_902648205;GCA_902648205.1_WOLB1137_genomic;244204,1138;uncultured Wolbachia sp. strain WOLB1137;244204;WGS;WOLB1137;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140786;GCA_902648205.1;CACRIL010000001,CACRIL010000002,CACRIL010000003,CACRIL010000004,CACRIL010000005,CACRIL010000006,CACRIL010000007;Centre for Integrative Biology (CIBIO), University of Trento;367;745986;32,12098;1079;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;93,4;89,3;Low contig N50;Poor;2020-01-01T12:47:42.943Z;2020-01-01T12:47:42.943Z;Onchocerca volvulus;Nematode;C
GCA_902648215;GCA_902648215.1_WOLB1134_genomic;244204,1132;uncultured Wolbachia sp. strain WOLB1134;244204;WGS;WOLB1134;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140783;GCA_902648215.1;CACRIQ010000001,CACRIQ010000002,CACRIQ010000003,CACRIQ010000004,CACRIQ010000005,CACRIQ010000006,CACRIQ010000007;Centre for Integrative Biology (CIBIO), University of Trento;249;677533;32,933155;770;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;95,9;95;Low contig N50;Poor;2020-01-01T12:47:11.224Z;2020-01-01T12:47:11.224Z;Onchocerca volvulus;Nematode;C
GCA_902648225;GCA_902648225.1_WOLB1139_genomic;244204,1144;uncultured Wolbachia sp. strain WOLB1139;244204;WGS;WOLB1139;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140788;GCA_902648225.1;CACRJP010000001,CACRJP010000002,CACRJP010000003,CACRJP010000004,CACRJP010000005,CACRJP010000006,CACRJP010000007;Centre for Integrative Biology (CIBIO), University of Trento;366;719259;32,11583;1047;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;93;89,1;Low contig N50;Poor;2020-01-01T12:56:27.217Z;2020-01-01T12:56:27.217Z;Onchocerca volvulus;Nematode;C
GCA_902648235;GCA_902648235.1_WOLB1141_genomic;244204,1139;uncultured Wolbachia sp. strain WOLB1141;244204;WGS;WOLB1141;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140790;GCA_902648235.1;CACRJT010000001,CACRJT010000002,CACRJT010000003,CACRJT010000004,CACRJT010000005,CACRJT010000006,CACRJT010000007;Centre for Integrative Biology (CIBIO), University of Trento;369;713959;32,233505;1068;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;92,8;90;Low contig N50;Poor;2020-01-01T12:57:02.559Z;2020-01-01T12:57:02.559Z;Onchocerca volvulus;Nematode;C
GCA_902648245;GCA_902648245.1_WOLB1144_genomic;244204,1143;uncultured Wolbachia sp. strain WOLB1144;244204;WGS;WOLB1144;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140793;GCA_902648245.1;CACRJR010000001,CACRJR010000002,CACRJR010000003,CACRJR010000004,CACRJR010000005,CACRJR010000006,CACRJR010000007;Centre for Integrative Biology (CIBIO), University of Trento;357;653534;32,160835;929;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;92,8;90;Low contig N50;Poor;2020-01-01T12:57:58.168Z;2020-01-01T12:57:58.168Z;Onchocerca volvulus;Nematode;C
GCA_902648255;GCA_902648255.1_WOLB1142_genomic;244204,1146;uncultured Wolbachia sp. strain WOLB1142;244204;WGS;WOLB1142;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140791;GCA_902648255.1;CACRJU010000001,CACRJU010000002,CACRJU010000003,CACRJU010000004,CACRJU010000005,CACRJU010000006,CACRJU010000007;Centre for Integrative Biology (CIBIO), University of Trento;356;646567;32,202385;948;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;91,9;89,4;Low contig N50;Poor;2020-01-01T12:51:11.813Z;2020-01-01T12:51:11.813Z;Onchocerca volvulus;Nematode;C
GCA_902648265;GCA_902648265.1_WOLB1143_genomic;244204,1147;uncultured Wolbachia sp. strain WOLB1143;244204;WGS;WOLB1143;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140792;GCA_902648265.1;CACRJO010000001,CACRJO010000002,CACRJO010000003,CACRJO010000004,CACRJO010000005,CACRJO010000006,CACRJO010000007;Centre for Integrative Biology (CIBIO), University of Trento;365;670575;32,125862;991;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;93,4;90,1;Low contig N50;Poor;2020-01-01T12:51:11.206Z;2020-01-01T12:51:11.206Z;Onchocerca volvulus;Nematode;C
GCA_902648275;GCA_902648275.1_WOLB1140_genomic;244204,1145;uncultured Wolbachia sp. strain WOLB1140;244204;WGS;WOLB1140;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140789;GCA_902648275.1;CACRJQ010000001,CACRJQ010000002,CACRJQ010000003,CACRJQ010000004,CACRJQ010000005,CACRJQ010000006,CACRJQ010000007;Centre for Integrative Biology (CIBIO), University of Trento;352;644741;32,15229;916;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;92,6;89,6;Low contig N50;Poor;2020-01-01T12:51:17.323Z;2020-01-01T12:51:17.323Z;Onchocerca volvulus;Nematode;C
GCA_902648285;GCA_902648285.1_WOLB1145_genomic;244204,1148;uncultured Wolbachia sp. strain WOLB1145;244204;WGS;WOLB1145;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140794;GCA_902648285.1;CACRJS010000001,CACRJS010000002,CACRJS010000003,CACRJS010000004,CACRJS010000005,CACRJS010000006,CACRJS010000007;Centre for Integrative Biology (CIBIO), University of Trento;375;659607;32,161575;985;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;91,4;88,3;Low contig N50;Poor;2020-01-01T12:51:10.813Z;2020-01-01T12:51:10.813Z;Onchocerca volvulus;Nematode;C
GCA_902648295;GCA_902648295.1_WOLB1150_genomic;244204,1149;uncultured Wolbachia sp. strain WOLB1150;244204;WGS;WOLB1150;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140799;GCA_902648295.1;CACRJK010000001,CACRJK010000002,CACRJK010000003,CACRJK010000004,CACRJK010000005,CACRJK010000006,CACRJK010000007;Centre for Integrative Biology (CIBIO), University of Trento;329;577856;32,13811;783;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;91,7;89,9;Low contig N50;Poor;2020-01-01T12:51:37.939Z;2020-01-01T12:51:37.939Z;Onchocerca volvulus;Nematode;C
GCA_902648305;GCA_902648305.1_WOLB1151_genomic;244204,1142;uncultured Wolbachia sp. strain WOLB1151;244204;WGS;WOLB1151;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140800;GCA_902648305.1;CACRJN010000001,CACRJN010000002,CACRJN010000003,CACRJN010000004,CACRJN010000005,CACRJN010000006,CACRJN010000007;Centre for Integrative Biology (CIBIO), University of Trento;342;592581;32,19965;858;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;91,9;89,3;Low contig N50;Poor;2020-01-01T12:51:17.611Z;2020-01-01T12:51:17.611Z;Onchocerca volvulus;Nematode;C
GCA_902648315;GCA_902648315.1_WOLB1147_genomic;244204,1141;uncultured Wolbachia sp. strain WOLB1147;244204;WGS;WOLB1147;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140796;GCA_902648315.1;CACRJM010000001,CACRJM010000002,CACRJM010000003,CACRJM010000004,CACRJM010000005,CACRJM010000006,CACRJM010000007;Centre for Integrative Biology (CIBIO), University of Trento;357;612975;32,08891;866;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;91,5;89,8;Low contig N50;Poor;2020-01-01T12:51:11.536Z;2020-01-01T12:51:11.536Z;Onchocerca volvulus;Nematode;C
GCA_902648325;GCA_902648325.1_WOLB1155_genomic;244204,114;uncultured Wolbachia sp. strain WOLB1155;244204;WGS;WOLB1155;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140804;GCA_902648325.1;CACRJD010000001,CACRJD010000002,CACRJD010000003,CACRJD010000004,CACRJD010000005,CACRJD010000006,CACRJD010000007;Centre for Integrative Biology (CIBIO), University of Trento;332;542086;32,137707;820;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;89,4;87,8;"Low contig N50;Abnormal CDS ratio";Poor;2020-01-01T12:51:17.068Z;2020-01-01T12:51:17.068Z;Onchocerca volvulus;Nematode;C
GCA_902648335;GCA_902648335.1_WOLB1149_genomic;244204,1151;uncultured Wolbachia sp. strain WOLB1149;244204;WGS;WOLB1149;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140798;GCA_902648335.1;CACRJC010000001,CACRJC010000002,CACRJC010000003,CACRJC010000004,CACRJC010000005,CACRJC010000006,CACRJC010000007;Centre for Integrative Biology (CIBIO), University of Trento;352;609679;32,221054;864;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;91,4;89,5;Low contig N50;Poor;2020-01-01T12:57:07.874Z;2020-01-01T12:57:07.874Z;Onchocerca volvulus;Nematode;C
GCA_902648345;GCA_902648345.1_WOLB1156_genomic;244204,115;uncultured Wolbachia sp. strain WOLB1156;244204;WGS;WOLB1156;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140805;GCA_902648345.1;CACRJI010000001,CACRJI010000002,CACRJI010000003,CACRJI010000004,CACRJI010000005,CACRJI010000006,CACRJI010000007;Centre for Integrative Biology (CIBIO), University of Trento;312;517189;32,128872;808;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;89,6;88,2;"Low contig N50;Abnormal CDS ratio";Poor;2020-01-01T13:02:04.748Z;2020-01-01T13:02:04.748Z;Onchocerca volvulus;Nematode;C
GCA_902648355;GCA_902648355.1_WOLB1153_genomic;244204,1152;uncultured Wolbachia sp. strain WOLB1153;244204;WGS;WOLB1153;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140802;GCA_902648355.1;CACRJL010000001,CACRJL010000002,CACRJL010000003,CACRJL010000004,CACRJL010000005,CACRJL010000006,CACRJL010000007;Centre for Integrative Biology (CIBIO), University of Trento;337;566620;32,19671;826;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;89,7;87,6;Low contig N50;Poor;2020-01-01T13:00:48.492Z;2020-01-01T13:00:48.492Z;Onchocerca volvulus;Nematode;C
GCA_902648365;GCA_902648365.1_WOLB1152_genomic;244204,1155;uncultured Wolbachia sp. strain WOLB1152;244204;WGS;WOLB1152;;;;2019-11-12T00:00:00Z;PRJEB35167;SAMEA6140801;GCA_902648365.1;CACRJG010000001,CACRJG010000002,CACRJG010000003,CACRJG010000004,CACRJG010000005,CACRJG010000006,CACRJG010000007;Centre for Integrative Biology (CIBIO), University of Trento;329;551523;32,1332;808;"Wolbachia are common intracellular bacteria of many arthropods and nematodes. This collection of Wolbachia genomes spans many host species, and was obtained by screening over 30,000 publicly available sequencing samples from more than 500 arthropods and nematodes.;Wolbachia metagenome-assembled genome";;90,1;88,1;Low contig N50;Poor;2020-01-01T13:01:29.410Z;2020-01-01T13:01:29.410Z;Onchocerca volvulus;Nematode;C
